source_url	parsed_url
https://www.nytimes.com/guides/	https://www.nytimes.com/vi-assets/static-assets/apple-touch-icon-28865b72953380a40aa43318108876cb.png
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2016/well/move/well-runningforwomen-guide-interactive.html
https://www.nytimes.com/guides/	https://www.nytimes.com/svc/collections/v1/publish/https://www.nytimes.com/spotlight/guides/rss.xml
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2019/smarter-living/how-to-find-a-hobby-guide.html
https://www.nytimes.com/guides/	https://www.nytimes.com/section/smarter-living
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2021/guide/2021-gift-guide.html
https://www.nytimes.com/guides/	https://www.tbrandstudio.com/
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2022/guide/2022-gift-guide.html
https://www.nytimes.com/guides/	https://help.nytimes.com/hc/en-us
https://www.nytimes.com/guides/	https://www.nytimes.com/guides/#site-content
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2020/guides/2020-gift-guide-entertainment.html
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2018/well/how-to-use-yoga-to-relax.html
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2020/guides/2020-gift-guide-food.html
